,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,avg_daily_high_range,avg_daily_low_range,Earnings_BMO,Earnings_AMC,DJIA
RTN,16.76,9.17,0.001,293990000.0,0.0011,45200000000.0,12.94,11.88,-0.0111,283740000.0,-0.1107,2640000000.0,0.63,2.88,0.7559999999999999,0.016399999999999998,-0.2572,26480000000.0,1.71,-0.004,0.0023,2.16,-0.20600000000000002,39.59,3.88,0.1759,0.081,217.71,-0.18350000000000002,7.05,21.8,0.2643,0.235,0.0025,3.47,28.27,0.059000000000000004,0.158,-0.3308,0.9,0.0226,1.4,0.008,0.26899999999999996,0.06559999999999999,4.77,64000,1.5,0.083,0.158,38.5,1,0.45,0.14400000000000002,0.09300000000000001,0.92,149.79,1,0.42,2019-01-24,0.38799999999999996,2150000.0,153.74,1.8,-0.0444,-0.1052,-0.2173,1972554.0,0.0264,0.023399999999999997,0.0313,1,0,0
SBAC,687.51,0.24,0.005,115940000.0,-0.0015,18890000000.0,97.92,1.66,-0.4401,111870000.0,-0.041299999999999996,29500000.0,19.66,0.43,0.97,0.0236,0.053899999999999997,1820000000.0,10.35,0.8340000000000001,-0.0191,2.99,-0.018600000000000002,-27.44,,3.8372,0.0,184.82,0.0018,,,0.3497,0.001,0.006500000000000001,,26.78,0.223,0.071,-0.08289999999999999,0.67,,1.2,0.126,0.747,0.115,4.31,1291,1.2,0.077,0.273,46.17,1,,-0.6579999999999999,-0.001,0.84,162.54,1,,2019-02-04,,884020.0,162.94,2.1,-0.0175,-0.0165,0.0087,743927.0,0.0025,0.0215,0.027000000000000003,0,1,0
SBUX,19.12,3.32,0.027999999999999997,1260000000.0,0.0059,79950000000.0,21.09,3.01,-0.008199999999999999,1200000000.0,-0.0582,4680000000.0,1.6,0.65,0.795,0.049,0.146,24720000000.0,3.23,0.7,-0.0255,4.26,0.3078,0.87,73.07,0.1365,0.233,68.64,0.0828,7.11,8.94,0.1195,1.157,-0.0129,1.44,9.73,2.614,0.439,-0.0784,0.56,0.0227,2.0,0.107,0.588,0.342,1.68,291000,2.2,0.106,0.233,48.01,1,8.07,0.043,0.183,0.92,61.53,1,7.77,2019-01-31,0.389,13790000.0,63.57,2.3,-0.0113,-0.0124,0.1061,12652191.0,0.0332,0.0242,0.025,0,1,0
SCG,,-1.2,0.0526,150670000.0,-0.0408,7200000000.0,17.72,2.7,0.0,135110000.0,0.049400000000000006,-171000000.0,,0.51,0.711,0.0301,0.2286,4110000000.0000005,1.75,-1.149,-0.016200000000000003,1.95,0.2404,37.7,1.27,-0.0351,-0.011000000000000001,49.38,0.2029,3.07,15.58,0.04,-0.038,0.2011,0.49,,-0.171,0.018000000000000002,-0.0681,-0.05,0.0103,1.0,0.011000000000000001,0.701,0.4216,1.59,5228,1.2,-0.139,-0.033,53.27,1,1.31,0.971,-0.049,9.74,47.78,1,1.25,2019-01-24,,2080000.0,47.78,2.6,-0.0079,0.087,0.22039999999999998,0.0,0.0,0.0358,0.0336,1,0,0
SCHW,19.01,2.23,0.11109999999999999,1380000000.0,0.0336,58650000000.0,14.76,2.88,-0.0032,1200000000.0,-0.0664,3040000000.0,0.7,0.64,0.8140000000000001,0.0165,-0.1646,10390000000.0,5.64,0.257,-0.011000000000000001,2.15,-0.1423,13.35,3.18,0.1807,0.012,54.18,-0.17620000000000002,15.8,2.69,0.2732,0.177,0.0219,0.52,26.43,0.18899999999999997,0.012,-0.2953,1.34,0.0123,,0.12,0.934,0.1219,1.41,19100,,0.243,0.414,52.54,1,12.15,0.527,0.28800000000000003,0.77,40.72,1,0.32,2019-01-16,0.185,9200000.0,42.44,2.3,0.037200000000000004,-0.0313,-0.1611,7058647.0,0.042199999999999994,0.0263,0.035,1,0,0
SEE,18.84,1.88,0.002,159920000.0,0.024900000000000002,5670000000.0,13.03,2.72,0.0635,154680000.0,-0.0213,306700000.0,1.01,0.67,0.976,0.07719999999999999,-0.07780000000000001,4700000000.0,1.21,-0.645,-0.0279,4.65,-0.16670000000000001,-2.84,,0.1189,-0.008,41.23,-0.2833,1.2,29.63,0.18719999999999998,0.159,0.0175,0.64,,0.156,0.09,-0.289,1.08,0.0181,0.6,-0.1,0.314,0.17309999999999998,1.11,15000,1.0,0.049,0.139,57.09,1,,0.5660000000000001,-0.009000000000000001,0.62,34.73,1,,2019-01-31,,2570000.0,35.45,2.1,0.0381,0.0305,-0.1165,1594395.0,0.0207,0.0248,0.0334,1,0,0
SHW,29.03,13.45,0.002,96530000.0,-0.0018,37690000000.0,17.73,22.03,-0.1612,82520000.0,-0.0666,1280000000.0,1.64,4.14,0.7809999999999999,0.0227,-0.11699999999999999,17450000000.0,2.16,0.06,-0.02,2.11,-0.0473,42.69,9.15,0.1524,0.095,444.86,-0.0599,1.88,207.67,0.1771,0.505,-0.0076,3.44,25.33,0.161,0.084,-0.1859,1.28,0.0088,0.7,0.095,0.43200000000000005,0.099,12.52,52695,1.0,0.05,0.08800000000000001,49.75,1,2.43,0.064,0.109,1.19,380.39,1,2.19,2019-01-24,0.168,885720.0,390.47,2.1,0.0089,-0.019,-0.050499999999999996,1056871.0,0.0265,0.0281,0.0327,1,0,0
SIVB,12.76,15.71,0.001,54030000.0,0.0545,10830000000.0,9.66,20.74,-0.3492,52990000.0,-0.21710000000000002,844400000.0,1.53,4.74,0.9159999999999999,0.022400000000000003,-0.3764,1830000000.0,5.91,0.309,0.0039000000000000003,1.45,-0.3124,92.5,2.17,0.15789999999999998,0.015,307.0,-0.1568,89.02,2.25,0.0833,0.18100000000000002,0.0552,,15.06,0.196,0.204,-0.3995,1.85,,,0.177,,0.1278,9.81,2836,,0.332,0.915,46.95,1,0.14,0.828,0.45,0.83,189.64,1,0.14,2019-01-24,0.0,815340.0,200.41,1.8,0.0203,-0.10859999999999999,-0.29,680337.0,0.056799999999999996,0.0393,0.0527,0,1,0
SJM,19.15,5.01,0.013000000000000001,117350000.0,0.0158,11250000000.0,11.62,8.25,0.0177,108610000.0,-0.07150000000000001,566100000.0,2.28,2.02,0.8270000000000001,0.0617,-0.056600000000000004,7610000000.0,1.48,-0.018000000000000002,-0.0393,4.83,-0.1334,70.94,1.35,0.0282,0.08199999999999999,105.0,-0.223,1.66,57.91,0.084,0.168,0.0256,3.4,22.66,0.0,0.059000000000000004,-0.2812,0.43,0.0355,0.6,0.045,0.37799999999999995,0.0499,3.05,7000,1.2,0.051,0.135,42.53,1,0.78,-0.033,0.175,1.0,94.59,1,0.73,2019-11-28,0.271,1390000.0,95.88,3.1,-0.0174,-0.08130000000000001,-0.1207,1381483.0,0.013600000000000001,0.0281,0.0322,1,0,0
SLB,,-0.42,0.0008,1400000000.0,0.076,54920000000.0,20.27,1.93,-0.0218,1380000000.0,-0.1557,-579000000.0,,0.37,0.804,0.015300000000000001,-0.37579999999999997,32820000000.0,1.67,0.172,-0.0217,1.57,-0.41159999999999997,26.38,1.48,0.17129999999999998,-0.009000000000000001,59.39,-0.452,2.03,19.24,0.262,-0.018000000000000002,0.0834,2.0,78.45,-0.177,-0.019,-0.5135000000000001,1.17,0.0512,0.8,-0.061,0.132,0.11720000000000001,1.56,100000,1.1,0.076,0.006,43.7,1,0.48,0.182,-0.02,1.43,37.6,1,0.39,2019-01-18,,13490000.0,39.09,2.3,0.0069,-0.1392,-0.3567,19327598.0,0.039599999999999996,0.042699999999999995,0.0395,1,0,0
SLG,21.88,3.63,0.003,88400000.0,-0.0034000000000000002,7020000000.0,48.17,1.65,-0.44310000000000005,84310000.0,-0.1748,321500000.0,,0.36,,0.0323,-0.1759,1270000000.0,5.52,-0.626,-0.025699999999999997,3.46,-0.2259,70.04,1.13,-0.5118,0.024,105.11,-0.2137,1.81,43.8,-0.1084,0.053,0.0038,3.4,69.0,-0.079,0.037000000000000005,-0.25489999999999996,1.15,0.042800000000000005,,0.032,0.624,0.034,2.38,1065,,-0.179,0.318,33.48,1,0.93,1.5930000000000002,0.253,0.85,77.46,1,0.93,2019-01-23,0.884,786060.0,79.38,2.4,-0.0703,-0.1199,-0.1796,671078.0,0.0248,0.024700000000000003,0.0297,0,1,0
SNA,13.44,11.22,0.01,56710000.0,0.046900000000000004,8550000000.000001,11.93,12.64,-0.1374,55020000.0,-0.0823,645300000.0,1.39,3.03,,0.1124,-0.18309999999999998,4090000000.0,2.09,0.048,-0.0051,8.24,-0.0799,56.25,2.68,0.0695,0.12,178.33,-0.1394,,,0.09699999999999999,0.20600000000000002,0.0377,3.8,18.44,0.131,0.154,-0.20420000000000002,1.3,0.0252,1.6,0.064,0.539,0.1144,4.76,12600,2.3,-0.003,0.225,53.68,1,0.35,0.258,0.155,1.66,145.46,1,0.3,2019-01-17,0.292,751120.0,150.77,1.9,0.0318,-0.0169,-0.060899999999999996,1250263.0,0.0365,0.0316,0.0335,1,0,0
SNPS,23.45,3.58,0.003,152460000.0,0.0079,12790000000.0,17.39,4.82,-0.18989999999999999,148320000.0,-0.0969,546500000.0,2.34,0.97,0.922,0.0191,-0.138,3120000000.0,4.1,3.0410000000000004,0.0079,2.07,-0.0375,23.22,3.61,0.1383,0.07400000000000001,112.11,-0.0363,,,0.1,0.133,-0.004,,30.37,0.17600000000000002,0.138,-0.1886,1.2,,0.7,0.09699999999999999,0.764,0.0601,2.79,13245,0.7,0.141,0.115,45.98,1,0.13,3.0260000000000002,0.139,1.03,81.11,1,0.04,2019-12-05,0.0,1370000.0,83.9,1.8,-0.0197,-0.046,-0.0687,1412177.0,0.0344,0.0259,0.032799999999999996,0,1,0
SO,21.04,2.13,0.0006,1080000000.0,0.0173,48220000000.0,14.8,3.02,-0.0999,1020000000.0,-0.058499999999999996,2180000000.0,15.48,0.24,0.591,0.0212,0.0449,23790000000.0,2.03,-0.7759999999999999,0.0054,3.44,-0.0599,24.32,1.84,-0.0053,0.022000000000000002,46.89,-0.0467,1.71,26.1,0.013600000000000001,0.1,0.018000000000000002,2.4,,-0.265,0.028999999999999998,-0.0955,0.05,0.0537,0.5,0.068,0.855,0.055,0.98,31344,0.7,-0.006999999999999999,0.185,46.74,1,1.89,0.069,0.10300000000000001,0.91,44.34,1,1.67,2019-02-06,0.981,6270000.0,44.71,3.4,-0.0184,-0.025699999999999997,-0.0143,5680701.0,0.0083,0.0167,0.024,1,0,0
SPG,22.61,7.4,0.0049,328840000.0,0.0003,55040000000.0,22.77,7.35,-0.0046,318710000.0,-0.1047,2300000000.0,2.63,1.9,0.9570000000000001,0.030899999999999997,-0.033,5620000000.0,9.79,0.063,-0.0017000000000000001,6.01,-0.0297,10.8,15.5,-0.0076,0.073,196.95,-0.024700000000000003,2.12,79.12,0.086,0.6659999999999999,-0.0036,8.0,141.42,0.08199999999999999,0.095,-0.1259,0.52,0.0478,,0.054000000000000006,0.8220000000000001,0.1482,4.58,3300,,0.004,0.542,39.66,1,7.09,0.08800000000000001,0.408,0.64,164.87,1,7.09,2019-01-24,1.047,1640000.0,167.38,2.0,-0.044199999999999996,-0.0698,-0.0197,1056136.0,0.0152,0.0239,0.028999999999999998,1,0,0
SPGI,23.59,7.3,0.001,255000000.0,0.0184,43930000000.0,18.53,9.3,-0.0176,250130000.0,-0.0699,1860000000.0,1.4,2.23,0.848,0.0123,-0.1198,6310000000.0,6.96,-0.2,-0.0256,1.64,-0.1589,3.6,47.85,0.0925,0.187,207.29,0.0084,,,0.168,3.0989999999999998,0.0137,2.0,27.52,0.22699999999999998,0.452,-0.2073,1.11,0.0116,1.4,0.073,0.727,0.09939999999999999,4.87,20400,1.4,0.022000000000000002,0.43,52.1,1,4.05,0.21600000000000003,0.271,1.02,164.37,1,4.05,2019-01-24,0.282,1880000.0,172.26,2.3,0.026699999999999998,-0.0184,-0.1118,1919066.0,0.048,0.027000000000000003,0.0281,1,0,0
SRE,65.55,1.69,0.001,284920000.0,0.0265,31470000000.0,18.12,6.1,-0.1602,273310000.0,-0.051399999999999994,429000000.0,7.63,1.47,0.9670000000000001,0.0755,-0.0363,11390000000.0,2.76,-0.182,0.0432,10.76,-0.0583,52.41,2.11,0.1216,-0.008,125.55,0.0215,0.74,148.45,0.0859,-0.032,0.021,3.58,,0.051,0.048,-0.1317,0.37,0.032400000000000005,0.6,0.03,0.9940000000000001,0.0993,2.73,16046,0.6,0.095,0.085,48.28,1,1.79,3.4139999999999997,-0.039,1.41,107.25,1,1.49,2019-02-06,,1920000.0,110.46,1.8,-0.020099999999999996,-0.025099999999999997,-0.0213,2708005.0,0.029900000000000003,0.022099999999999998,0.0262,1,0,0
STI,10.59,5.07,0.0034999999999999996,464610000.0,0.0848,24970000000.0,9.17,5.86,-0.0015,438350000.0,-0.1375,2390000000.0,0.76,1.38,0.853,0.011000000000000001,-0.1993,6900000000.0,3.62,0.071,-0.0346,1.09,-0.1972,48.05,1.12,0.0255,0.013000000000000001,71.75,-0.1818,28.59,1.88,0.1389,0.12300000000000001,0.0654,2.0,7.77,0.013999999999999999,0.135,-0.2842,1.39,0.037200000000000004,,0.017,,0.16699999999999998,1.75,23785,,0.122,0.8220000000000001,49.71,1,0.65,0.40399999999999997,0.39799999999999996,1.05,51.93,1,0.65,2019-01-18,0.289,4430000.0,53.74,2.2,0.0305,-0.0759,-0.1898,4652578.0,0.0349,0.0253,0.0358,1,0,0
STT,9.23,6.95,0.003,382010000.0,0.015300000000000001,24520000000.0,8.62,7.45,-0.0447,377260000.0,-0.1225,2600000000.0,0.98,1.8,0.892,0.0106,-0.2544,3490000000.0,7.04,0.191,0.0392,1.2,-0.3055,55.64,1.15,0.011000000000000001,0.01,84.58,-0.34119999999999995,265.47,0.24,0.0944,0.11900000000000001,0.0178,1.88,1.96,0.071,0.052000000000000005,-0.43829999999999997,1.36,0.029300000000000003,,-0.015,,0.1092,2.44,39020,,0.20199999999999999,0.748,48.66,1,0.62,0.125,0.6729999999999999,1.23,61.85,1,0.5,2019-01-18,0.265,3320000.0,64.19,2.3,0.0187,-0.0535,-0.2593,4080579.0,0.0378,0.029500000000000002,0.0391,1,0,0
STX,5.65,6.75,0.002,288020000.0,-0.0078000000000000005,10990000000.0,7.26,5.25,,284200000.0,-0.1479,1980000000.0,0.93,1.29,0.946,0.10339999999999999,-0.20190000000000002,11540000000.0,0.95,1.263,0.0603,6.64,-0.3493,6.43,5.93,0.0202,0.158,48.24,-0.1099,6.74,5.66,0.060599999999999994,0.978,-0.011699999999999999,2.52,8.32,0.04,0.29600000000000004,-0.3917,1.57,0.0661,1.1,-0.049,0.307,0.078,1.73,43000,1.4,0.136,0.163,44.56,1,2.61,1.486,0.126,0.73,36.52,1,2.34,2019-02-01,0.499,4420000.0,38.14,2.9,-0.0084,-0.0719,-0.25670000000000004,3231368.0,0.0444,0.0407,0.0446,1,0,0
STZ,12.5,13.33,0.004,195840000.0,0.0191,32630000000.000004,16.4,10.16,-0.2797,157790000.0,-0.1594,2950000000.0,1.07,2.06,0.8490000000000001,0.0346,-0.2094,7910000000.0,4.12,0.293,-0.0175,2.4,-0.22769999999999999,59.15,2.82,0.0771,0.151,240.17,-0.2676,1.11,150.44,0.11710000000000001,0.35,0.0361,2.96,42.62,0.369,0.1,-0.2958,0.42,0.0178,0.8,0.221,0.507,0.0664,4.98,9600,1.7,0.10099999999999999,0.29100000000000004,38.14,1,0.88,1.123,0.418,1.47,161.6,1,0.82,2019-01-09,0.10300000000000001,2270000.0,166.62,2.3,-0.0425,-0.1246,-0.2155,3350911.0,0.0311,0.028399999999999998,0.029900000000000003,1,0,0
SWK,18.07,6.82,0.003,154370000.0,0.024900000000000002,19010000000.0,14.02,8.79,-0.0181,150510000.0,-0.0946,1040000000.0,1.68,2.1,0.892,0.0242,-0.16079999999999997,13760000000.0,1.38,0.258,0.010700000000000001,2.14,-0.08039999999999999,49.55,2.49,0.0796,0.05,147.2,-0.27190000000000003,2.39,51.56,0.10769999999999999,0.132,0.0285,2.64,161.79,0.244,0.113,-0.30269999999999997,1.3,0.021400000000000002,0.5,0.049,0.36,0.1573,4.63,57765,0.9,0.04,0.1,54.01,1,0.58,-0.085,0.07200000000000001,0.69,117.21,1,0.39,2019-01-22,0.384,1710000.0,123.15,2.1,0.0326,0.011699999999999999,-0.1048,1182068.0,0.0507,0.03,0.0392,1,0,0
SWKS,10.04,6.34,0.002,182370000.0,-0.0604,11600000000.0,7.8,8.16,-0.13,176800000.0,-0.1338,1160000000.0,0.92,1.91,0.8370000000000001,0.0329,-0.31170000000000003,3870000000.0,3.0,0.172,-0.009000000000000001,2.46,-0.3615,22.98,2.77,0.1121,0.19399999999999998,98.84,-0.36329999999999996,5.63,11.29,0.109,0.22699999999999998,-0.0506,1.52,11.5,0.344,0.28,-0.4514,0.69,0.0239,4.5,0.166,0.504,0.058499999999999996,2.89,9400,5.8,0.024,0.341,37.5,1,0.0,-0.003,0.237,1.72,60.72,1,0.0,2019-02-07,0.264,2360000.0,63.63,2.4,-0.0548,-0.1329,-0.29059999999999997,4067426.0,0.0479,0.0481,0.04019999999999999,0,1,0
SWN,4.23,0.92,0.001,613480000.0,0.059800000000000006,2390000000.0,4.79,0.82,-0.0174,578170000.0,-0.1595,494000000.0,3.3,0.28,0.992,0.1416,-0.2697,3500000000.0,0.68,1.258,0.0508,3.85,-0.2669,3.79,1.03,-0.165,0.067,5.78,-0.34009999999999996,0.01,265.84,0.0128,0.22899999999999998,0.1437,,,0.22899999999999998,0.11800000000000001,-0.374,0.98,,0.7,0.032,0.701,0.20739999999999997,0.26,1575,0.7,0.29,0.17300000000000001,46.52,1,0.0,-1.5830000000000002,0.141,1.24,3.64,1,1.62,2019-01-24,0.0,21270000.0,3.9,3.1,0.020099999999999996,-0.1724,-0.20629999999999998,26279576.0,0.07139999999999999,0.083,0.0672,0,1,0
SYF,7.53,3.35,0.002,729430000.0,0.07769999999999999,18410000000.0,5.67,4.45,0.0174,718220000.0,-0.022099999999999998,2550000000.0,0.34,0.91,0.9540000000000001,0.0143,-0.20579999999999998,17400000000.0,1.06,-0.032,-0.037200000000000004,1.54,-0.2488,19.04,1.33,0.247,0.024,37.45,-0.35479999999999995,16.54,1.53,0.222,0.168,0.0759,0.84,2.11,0.005,0.242,-0.3782,1.02,0.0333,,0.09699999999999999,,0.1591,0.85,16000,,0.109,0.589,58.61,1,1.7,0.294,0.13699999999999998,1.2,24.09,1,1.7,2019-01-18,0.22699999999999998,6670000.0,25.24,2.2,0.0575,-0.0231,-0.1895,8009636.0,0.04769999999999999,0.0342,0.0379,1,0,0
SYK,28.74,5.46,0.001,388970000.0,0.0159,61090000000.0,19.63,8.0,-0.1188,344760000.0,-0.0968,2069999999.9999998,2.78,2.15,0.754,0.0139,-0.1041,13280000000.0,4.6,0.12,-0.005,3.24,-0.0833,26.36,5.96,0.09910000000000001,0.055999999999999994,187.48,-0.0109,5.68,27.64,0.10339999999999999,0.128,0.002,2.08,64.17,0.075,0.121,-0.1267,0.81,0.0132,1.2,0.075,0.662,0.085,4.63,33000,1.9,0.079,0.192,46.02,1,0.73,0.359,0.09300000000000001,1.2,152.46,1,0.6,2019-01-24,0.555,1480000.0,157.06,2.0,-0.024900000000000002,-0.047,-0.0665,1781329.0,0.0302,0.0245,0.0296,0,1,0
SYMC,24.69,0.78,0.008,655960000.0,0.0403,12700000000.0,10.99,1.76,0.0,632480000.0,-0.13419999999999999,521000000.0,2.02,0.39,0.899,0.019299999999999998,-0.0643,4750000000.0,2.67,2.835,-0.0252,1.47,-0.08460000000000001,9.44,2.05,0.1471,0.076,22.77,-0.33030000000000004,3.71,5.21,0.1223,0.222,0.0246,0.3,16.51,-0.08,0.073,-0.3488,1.07,0.0155,1.0,-0.069,0.7859999999999999,0.111,0.78,11800,1.0,-0.052000000000000005,0.18100000000000002,45.32,1,0.85,0.512,0.256,0.79,18.58,1,0.75,2019-01-31,0.153,8310000.000000001,19.36,3.0,-0.048799999999999996,-0.067,-0.11380000000000001,6537307.0,0.042,0.0321,0.040999999999999995,0,1,0
SYY,22.9,2.7,0.002,527940000.00000006,-0.0032,32650000000.0,16.46,3.76,-0.9426000000000001,518690000.00000006,-0.0774,1430000000.0,2.01,0.74,0.818,0.0245,-0.1482,59290000000.0,0.55,0.237,-0.0148,4.05,-0.10830000000000001,5.07,12.2,0.1056,0.081,71.07,0.020099999999999996,1.5,41.32,0.114,0.612,-0.0129,1.56,34.13,0.09,0.16899999999999998,-0.18600000000000003,0.61,0.0252,0.8,0.057,0.18899999999999997,0.1043,1.33,67000,1.3,0.039,0.039,37.23,1,3.3,0.18100000000000002,0.025,0.96,61.37,1,3.0,2019-02-04,0.49200000000000005,3140000.0,61.85,2.4,-0.0262,-0.0642,-0.0821,3017056.0,0.0078000000000000005,0.0163,0.0216,1,0,0
T,15.12,2.01,0.0006,7530000000.0,0.07780000000000001,228480000000.0,8.48,3.58,0.0622,7270000000.0,-0.0432,13280000000.0,2.57,0.85,0.556,0.0097,-0.10550000000000001,164440000000.0,1.39,-0.292,-0.0177,1.66,-0.0693,25.24,1.2,0.0168,0.068,34.36,-0.1942,1.15,26.39,0.0588,0.205,0.06309999999999999,2.04,32.5,0.035,0.05,-0.2278,0.52,0.0672,0.8,0.047,0.523,0.1321,0.85,269280,0.8,0.153,0.12300000000000001,57.42,1,1.0,0.315,0.204,0.98,29.58,1,0.92,2019-01-23,0.281,42720000.0,30.34,2.4,0.033,0.0084,-0.059800000000000006,42050894.0,0.025699999999999997,0.024900000000000002,0.0297,1,0,0
TAP,10.64,5.61,0.001,217810000.0,0.056100000000000004,13010000000.0,11.94,5.0,-0.077,175380000.0,-0.09720000000000001,1220000000.0,1.86,0.8,0.8690000000000001,0.0317,-0.026699999999999998,10930000000.0,1.19,-0.517,-0.0034999999999999996,2.67,-0.1433,64.19,0.93,0.005600000000000001,0.054000000000000006,72.94,-0.2669,3.44,17.34,0.0572,0.122,0.0632,1.64,8.48,0.132,0.055,-0.3046,0.71,0.0275,0.5,0.22899999999999998,0.406,0.1023,1.86,17200,0.6,0.018000000000000002,0.165,50.08,1,0.76,0.17800000000000002,0.151,0.77,57.87,1,0.65,2019-01-30,0.214,2089999.9999999998,59.71,2.5,0.0022,-0.031400000000000004,-0.083,1600987.0,0.0318,0.029900000000000003,0.0323,1,0,0
TDG,24.98,13.65,0.002,54130000.0,0.0275,18460000000.0,18.06,18.88,-0.4014,50350000.0,-0.08439999999999999,759000000.0,4.7,3.34,0.3226,0.053899999999999997,-0.08349999999999999,3810000000.0,4.84,0.615,-0.0622,5.6,-0.018799999999999997,-32.53,,0.1418,0.081,398.08,0.2618,38.3,8.9,0.053099999999999994,-0.409,0.0027,,20.67,0.41700000000000004,0.134,-0.09720000000000001,0.91,,3.2,0.146,0.5770000000000001,0.2704,12.47,10100,4.1,-0.701,0.434,51.02,1,,-0.508,0.23600000000000002,0.59,325.55,1,,2019-02-05,0.0,484370.0,340.97,2.2,0.0077,-0.0006,-0.0036,284580.0,0.047400000000000005,0.0313,0.0362,1,0,0
TEL,8.29,8.97,0.002,349190000.0,-0.011699999999999999,25960000000.0,11.75,6.33,0.0,342330000.0,-0.045,3150000000.0,0.8,1.28,0.9540000000000001,0.008,-0.1437,13990000000.0,1.86,1.075,-0.011200000000000002,1.11,-0.1855,31.21,2.38,0.109,0.132,95.87,-0.2332,2.43,30.61,0.10400000000000001,0.26,-0.0172,1.76,27.97,0.268,0.21899999999999997,-0.3132,0.99,0.023700000000000002,1.0,0.042,0.33899999999999997,0.0643,2.16,80000,1.4,0.18600000000000003,0.16699999999999998,50.1,1,0.37,4.746,0.183,0.76,72.43,1,0.28,2019-01-30,0.228,2480000.0,74.33,1.9,0.0109,-0.013999999999999999,-0.1612,1886017.0,0.0262,0.0219,0.029900000000000003,1,0,0
TGT,12.75,5.21,0.0014000000000000002,525900000.0,0.026600000000000002,34940000000.0,11.84,5.61,-0.0229,521100000.0,-0.0817,2810000000.0,1.59,1.51,0.861,0.0475,-0.2273,75140000000.0,0.46,0.006999999999999999,-0.0141,4.05,-0.1322,21.07,3.15,0.0406,0.08,84.01,-0.011000000000000001,1.57,42.35,0.08,0.28800000000000003,0.0051,2.56,25.74,-0.016,0.132,-0.2651,0.79,0.0385,0.1,-0.004,0.292,0.10439999999999999,2.22,345000,0.8,0.055999999999999994,0.055,44.37,1,1.05,0.25,0.043,0.79,65.53,1,0.91,2019-11-20,0.413,6120000.0,66.43,2.5,0.0118,-0.1035,-0.142,4815421.0,0.0137,0.022000000000000002,0.0354,1,0,0
TIF,17.53,4.7,0.002,124480000.0,0.0441,10250000000.0,15.84,5.2,0.152,120760000.0,-0.12960000000000002,585000000.0,1.57,1.69,0.937,0.051500000000000004,-0.33799999999999997,4460000000.0,2.3,0.157,-0.0105,2.85,-0.38060000000000005,24.6,3.35,0.0901,0.084,117.79,-0.2303,5.27,15.65,0.1119,0.141,0.0232,2.2,77.8,0.049,0.13,-0.41840000000000005,1.61,0.026699999999999998,1.8,0.019,0.633,0.12789999999999999,3.51,13100,5.9,0.037000000000000005,0.18600000000000003,41.96,1,0.32,-0.057,0.1,0.85,79.59,1,0.29,2019-11-28,0.585,2180000.0,82.38,2.3,0.009899999999999999,-0.1464,-0.2805,1847670.0,0.0351,0.0347,0.037599999999999995,1,0,0
TJX,19.13,2.37,0.0007000000000000001,1240000000.0,0.0356,56390000000.0,17.47,2.6,0.0,1230000000.0,-0.061799999999999994,3010000000.0,1.68,0.68,0.9179999999999999,0.0134,-0.1771,38810000000.0,1.45,0.128,-0.0176,1.98,-0.0449,4.25,10.68,0.063,0.21600000000000003,54.4,0.2057,2.18,20.79,0.1139,0.593,0.0148,0.78,21.28,0.08900000000000001,0.33,-0.1984,0.74,0.0172,0.6,0.067,0.285,0.2469,1.36,249000,1.5,0.121,0.10400000000000001,47.29,1,0.42,0.215,0.08,0.73,44.19,1,0.42,2019-11-20,0.284,8380000.000000001,45.4,2.0,0.019,-0.07200000000000001,-0.0583,6093566.0,0.0274,0.021400000000000002,0.0287,1,0,0
TMK,3.74,20.78,0.013000000000000001,114570000.0,0.0454,8900000000.0,11.76,6.61,-0.20929999999999999,109630000.0,-0.1026,2440000000.0,0.27,1.56,0.7859999999999999,0.025,-0.10949999999999999,4300000000.0,2.07,3.451,-0.0009,4.14,-0.056100000000000004,49.2,1.58,0.07629999999999999,0.067,85.11,-0.14150000000000001,0.68,114.97,0.13699999999999998,0.27,0.0421,0.64,7.57,0.40299999999999997,0.315,-0.17010000000000003,0.97,0.008199999999999999,,0.028999999999999998,,0.11470000000000001,2.23,3102,,0.036000000000000004,0.225,49.95,1,0.36,0.2,0.364,1.18,75.01,1,0.25,2019-01-23,0.045,662110.0,77.67,3.3,0.018799999999999997,-0.051500000000000004,-0.08289999999999999,784082.0,0.0355,0.0245,0.0291,0,1,0
